LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-06-27 09:37:07,1900-01-00 00:00:00,,C8:D7:79:AA:EA:92,-18, ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:07,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:08,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:08,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:08,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:08,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:08,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:09,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:10,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:11,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:11,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:11,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:11,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-06-27 09:37:11,1900-01-00 00:00:00,JioFi2_AAEA92,C8:D7:79:AA:EA:92,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
